Year,Site_ID,Country,Date,Collection_no,No_of_traps,Species,Species_occ
2014,4153,2,31/07/2014,3,9,Bembidion.aeneum,0
2014,4153,2,31/07/2014,3,9,Brachinus.crepitans,0
2014,4153,2,31/07/2014,3,9,Calathus.fuscipes,0
2014,4153,2,31/07/2014,3,9,Calathus.melanocephalus,0
2014,4153,2,31/07/2014,3,9,Carabus.nemoralis,0
2014,4153,2,31/07/2014,3,9,Euophryum.confine,0
2014,4153,2,31/07/2014,3,9,Gastrophysa.polygoni,0
2014,4153,2,31/07/2014,3,9,Harpalus.affinis,0
2014,4153,2,31/07/2014,3,9,Harpalus.rufipes,0
2014,4153,2,31/07/2014,3,9,Hemicrepidius.hirtus,0
2014,4153,2,31/07/2014,3,9,Lathrobium.brunnipes,0
2014,4153,2,31/07/2014,3,9,Lathrobium.elongatum,0
2014,4153,2,31/07/2014,3,9,Lathrobium.fulvipenne,0
2014,4153,2,31/07/2014,3,9,Lathrobium.terminatum,0
2014,4153,2,31/07/2014,3,9,Leistus.ferrugineus,0
2014,4153,2,31/07/2014,3,9,Leistus.fulvibarbis,0
2014,4153,2,31/07/2014,3,9,Leistus.spinibarbis,0
2014,4153,2,31/07/2014,3,9,Lesteva.sicula.heeri,0
2014,4153,2,31/07/2014,3,9,Longitarsus.brunneus,0
2014,4153,2,31/07/2014,3,9,Notiophilus.substriatus,0
2014,4153,2,31/07/2014,3,9,Ocypus.aeneocephalus,0
2014,4153,2,31/07/2014,3,9,Ocypus.olens,0
2014,4153,2,31/07/2014,3,9,Othius.punctulatus,0
2014,4153,2,31/07/2014,3,9,Othius.subuliformis,0
2014,4153,2,31/07/2014,3,9,Otiorhynchus.rugosostriatus,0
2014,4153,2,31/07/2014,3,9,Oxytelus.laqueatus,0
2014,4153,2,31/07/2014,3,9,Philonthus.cognatus,0
2014,4153,2,31/07/2014,3,9,Philonthus.mannerheimi,0
2014,4153,2,31/07/2014,3,9,Platydracus.stercorarius,0
2014,4153,2,31/07/2014,3,9,Platynus.assimilis,0
2014,4153,2,31/07/2014,3,9,Poecilus.cupreus,0
2014,4153,2,31/07/2014,3,9,Pterostichus.diligens,0
2014,4153,2,31/07/2014,3,9,Pterostichus.minor,0
2014,4153,2,31/07/2014,3,9,Pterostichus.nigrata.rhaeticus,0
2014,4153,2,31/07/2014,3,9,Quedius.cruentus,0
2014,4153,2,31/07/2014,3,9,Quedius.fumatus,0
2014,4153,2,31/07/2014,3,9,Quedius.invreae,0
2014,4153,2,31/07/2014,3,9,Quedius.levicollis,0
2014,4153,2,31/07/2014,3,9,Quedius.maurorufus,0
2014,4153,2,31/07/2014,3,9,Quedius.nigrocaeruleus,0
2014,4153,2,31/07/2014,3,9,Staphylinus.erythropterus,0
2014,4153,2,31/07/2014,3,9,Stenichnus.collaris,0
2014,4153,2,31/07/2014,3,9,Stenus.brunnipes,0
2014,4153,2,31/07/2014,3,9,Stenus.nitidiusculus,0
2014,4153,2,31/07/2014,3,9,Stenus.picipennis,0
2014,4153,2,31/07/2014,3,9,Stenus.pubescens,0
2014,4153,2,31/07/2014,3,9,Synuchus.vivalis,0
2014,4153,2,31/07/2014,3,9,Tachyporus.chrysomelinus,0
2014,4153,2,31/07/2014,3,9,Tasgius.morsitans,0
2014,4153,2,31/07/2014,3,9,Trechus.quadristriatus,0
2014,4153,2,31/07/2014,3,9,Xantholinus.elegans,0
2014,4153,2,31/07/2014,3,9,Xantholinus.gallicus,0
2014,WT4975,1,31/07/2014,3,9,Abax.parallelepipedus,0
2014,WT4975,1,31/07/2014,3,9,Acidota.cruentata,NA
2014,WT4975,1,31/07/2014,3,9,Agabus.didymus,NA
2014,WT4975,1,31/07/2014,3,9,Agonum.fuliginosum,0
2014,WT4975,1,31/07/2014,3,9,Agonum.gracile,0
2014,WT4975,1,31/07/2014,3,9,Agonum.micans,0
2014,WT4975,1,31/07/2014,3,9,Agriotes.lineatus,NA
2014,WT4975,1,31/07/2014,3,9,Agriotes.obscurus,NA
2014,WT4975,1,31/07/2014,3,9,Agriotes.pallidulus,NA
2014,WT4975,1,31/07/2014,3,9,Agriotes.sputator,0
2014,WT4975,1,31/07/2014,3,9,Aleocharinae,0
2014,WT4975,1,31/07/2014,3,9,Anchomenus.dorsalis,0
2014,WT4975,1,31/07/2014,3,9,Anotylus.inustus,0
2014,WT4975,1,31/07/2014,3,9,Anotylus.rugosus,0
2014,WT4975,1,31/07/2014,3,9,Anotylus.sculpturatus,0
2014,WT4975,1,31/07/2014,3,9,Aphodius.depressus,NA
2014,WT4975,1,31/07/2014,3,9,Aphodius.fimetarius,NA
2014,WT4975,1,31/07/2014,3,9,Aphodius.rufipes,0
2014,WT4975,1,31/07/2014,3,9,Athous.haemorrhoidalis,0
2014,WT4975,1,31/07/2014,3,9,Bembidion.lampros,0
2014,WT4975,1,31/07/2014,3,9,Bembidion.mannerheimii,0
2014,WT4975,1,31/07/2014,3,9,Bembidion.saxatile,NA
2014,WT4975,1,31/07/2014,3,9,Bisnius.fimetarius,NA
2014,WT4975,1,31/07/2014,3,9,Calathus.rotundicollis,0
2014,WT4975,1,31/07/2014,3,9,Cantharis.rustica,NA
2014,WT4975,1,31/07/2014,3,9,Carabus.problematicus,0
2014,WT4975,1,31/07/2014,3,9,Carabus.violaceus,0
2014,WT4975,1,31/07/2014,3,9,Cartodere.nodifer,0
2014,WT4975,1,31/07/2014,3,9,Cassida.flaveola,NA
2014,WT4975,1,31/07/2014,3,9,Catops.morio,NA
2014,WT4975,1,31/07/2014,3,9,Choleva.jeanneli,NA
2014,WT4975,1,31/07/2014,3,9,Choleva.oblonga,NA
2014,WT4975,1,31/07/2014,3,9,Cholevinae..Genus.Catops,NA
2014,WT4975,1,31/07/2014,3,9,Clivina.fossor,0
2014,WT4975,1,31/07/2014,3,9,Cryptophagidae..Genus.Atomaria,NA
2014,WT4975,1,31/07/2014,3,9,Cychrus.caraboides,0
2014,WT4975,1,31/07/2014,3,9,Elaphrus.cupreus,NA
2014,WT4975,1,31/07/2014,3,9,Exomias.araneiformis,0
2014,WT4975,1,31/07/2014,3,9,Exomias.pellucidus,NA
2014,WT4975,1,31/07/2014,3,9,Geotrupes.stercorarius,NA
2014,WT4975,1,31/07/2014,3,9,Harpalus.latus,NA
2014,WT4975,1,31/07/2014,3,9,Helophorus.brevipalpis,NA
2014,WT4975,1,31/07/2014,3,9,Hypnoidus.riparius,0
2014,WT4975,1,31/07/2014,3,9,Leistus.rufomarginatus,0
2014,WT4975,1,31/07/2014,3,9,Leistus.terminatus,0
2014,WT4975,1,31/07/2014,3,9,Leodidae..Genus.Choleva,NA
2014,WT4975,1,31/07/2014,3,9,Lesteva.longoelytrata,NA
2014,WT4975,1,31/07/2014,3,9,Loricera.pilicornis,0
2014,WT4975,1,31/07/2014,3,9,Megasternum.concinnum,0
2014,WT4975,1,31/07/2014,3,9,Melanotus.villosus,NA
2014,WT4975,1,31/07/2014,3,9,Micrambe.ulicis,NA
2014,WT4975,1,31/07/2014,3,9,Micropeplinae,NA
2014,WT4975,1,31/07/2014,3,9,Nebria.brevicollis,0
2014,WT4975,1,31/07/2014,3,9,Neocrepidodera.ferruginea,NA
2014,WT4975,1,31/07/2014,3,9,Nicrophorus.humator,0
2014,WT4975,1,31/07/2014,3,9,Nicrophorus.interruptus,NA
2014,WT4975,1,31/07/2014,3,9,Nicrophorus.investigator,0
2014,WT4975,1,31/07/2014,3,9,Nicrophorus.vespilloides,0
2014,WT4975,1,31/07/2014,3,9,Notiophilus.biguttatus,0
2014,WT4975,1,31/07/2014,3,9,Ocypus.brunnipes,0
2014,WT4975,1,31/07/2014,3,9,Oiceoptoma.thoracicum,NA
2014,WT4975,1,31/07/2014,3,9,Omaliinae,NA
2014,WT4975,1,31/07/2014,3,9,Orchestes.fagi,NA
2014,WT4975,1,31/07/2014,3,9,Othius.angustus,0
2014,WT4975,1,31/07/2014,3,9,Othius.laeviusculus,0
2014,WT4975,1,31/07/2014,3,9,Otiorhynchus.nodosus,NA
2014,WT4975,1,31/07/2014,3,9,Otiorhynchus.singularis,0
2014,WT4975,1,31/07/2014,3,9,Paranchus.albipes,0
2014,WT4975,1,31/07/2014,3,9,Patrobus.atrorufus,1
2014,WT4975,1,31/07/2014,3,9,Phacophallus.parumpunctatus,NA
2014,WT4975,1,31/07/2014,3,9,Philonthus.decorus,0
2014,WT4975,1,31/07/2014,3,9,Philonthus.laminatus,NA
2014,WT4975,1,31/07/2014,3,9,Philonthus.marginatus,0
2014,WT4975,1,31/07/2014,3,9,Philonthus.splendens,NA
2014,WT4975,1,31/07/2014,3,9,Philonthus.tenuicornis,0
2014,WT4975,1,31/07/2014,3,9,Phyllobius.argentatus,NA
2014,WT4975,1,31/07/2014,3,9,platynus.assimilis,NA
2014,WT4975,1,31/07/2014,3,9,Pterostichus.madidus,1
2014,WT4975,1,31/07/2014,3,9,Pterostichus.melanarius,34
2014,WT4975,1,31/07/2014,3,9,Pterostichus.niger,0
2014,WT4975,1,31/07/2014,3,9,Pterostichus.nigrata,0
2014,WT4975,1,31/07/2014,3,9,Pterostichus.strenuus,0
2014,WT4975,1,31/07/2014,3,9,Quedius.curtipennis,2
2014,WT4975,1,31/07/2014,3,9,Quedius.fuliginosus,0
2014,WT4975,1,31/07/2014,3,9,Quedius.lateralis,0
2014,WT4975,1,31/07/2014,3,9,Quedius.longicornis,NA
2014,WT4975,1,31/07/2014,3,9,Quedius.mesomelinus,0
2014,WT4975,1,31/07/2014,3,9,Quedius.molochinus,0
2014,WT4975,1,31/07/2014,3,9,Quedius.nitipennis,NA
2014,WT4975,1,31/07/2014,3,9,Quedius.puncticollis,0
2014,WT4975,1,31/07/2014,3,9,Quedius.scintillans,NA
2014,WT4975,1,31/07/2014,3,9,Quedius.umbrinus,NA
2014,WT4975,1,31/07/2014,3,9,Rhagonycha.nigriventris,0
2014,WT4975,1,31/07/2014,3,9,Rhizophagus.dispar,NA
2014,WT4975,1,31/07/2014,3,9,Rugilus.rufipes,0
2014,WT4975,1,31/07/2014,3,9,Serica.brunnea,0
2014,WT4975,1,31/07/2014,3,9,Silpha.atrata,0
2014,WT4975,1,31/07/2014,3,9,Stenus.bimaculatus,0
2014,WT4975,1,31/07/2014,3,9,Stenus.boops,NA
2014,WT4975,1,31/07/2014,3,9,Stenus.clavicornis,NA
2014,WT4975,1,31/07/2014,3,9,Stenus.juno,0
2014,WT4975,1,31/07/2014,3,9,Stenus.lustrator,0
2014,WT4975,1,31/07/2014,3,9,Tachinus.humeralis,NA
2014,WT4975,1,31/07/2014,3,9,Tachinus.marginellus,0
2014,WT4975,1,31/07/2014,3,9,Tachinus.rufipes,9
2014,WT4975,1,31/07/2014,3,9,Tachyporinae,NA
2014,WT4975,1,31/07/2014,3,9,Timarcha.tenebricosa,NA
2014,WT4975,1,31/07/2014,3,9,Trechus.obtusus,0
2014,WT4975,1,31/07/2014,3,9,Trechus.rubens,NA
2014,WT4975,1,31/07/2014,3,9,Trechus.secalis,0
2014,WT4975,1,31/07/2014,3,9,Typhaeus.typhoeus,NA
2014,WT4975,1,31/07/2014,3,9,Xantholinus.linearis,0
2014,WT4975,1,31/07/2014,3,9,Xantholinus.longiventris,0
2014,WT4975,1,31/07/2014,3,9,Agonum.emarginatum,0
2014,WT4975,1,31/07/2014,3,9,Amara.communis,0
2014,WT4975,1,31/07/2014,3,9,Amara.eurynota,0
2014,WT4975,1,31/07/2014,3,9,Amara.familiaris,0
2014,WT4975,1,31/07/2014,3,9,Amara.similata,0
2014,WT4975,1,31/07/2014,3,9,Badister.bullatus,0
2014,WT4975,1,31/07/2014,3,9,Bembidion.aeneum,0
2014,WT4975,1,31/07/2014,3,9,Brachinus.crepitans,0
2014,WT4975,1,31/07/2014,3,9,Calathus.fuscipes,0
2014,WT4975,1,31/07/2014,3,9,Calathus.melanocephalus,0
2014,WT4975,1,31/07/2014,3,9,Carabus.nemoralis,1
2014,WT4975,1,31/07/2014,3,9,Euophryum.confine,0
2014,WT4975,1,31/07/2014,3,9,Gastrophysa.polygoni,0
2014,WT4975,1,31/07/2014,3,9,Harpalus.affinis,0
2014,WT4975,1,31/07/2014,3,9,Harpalus.rufipes,0
2014,WT4975,1,31/07/2014,3,9,Hemicrepidius.hirtus,0
2014,WT4975,1,31/07/2014,3,9,Lathrobium.brunnipes,4
2014,WT4975,1,31/07/2014,3,9,Lathrobium.elongatum,0
2014,WT4975,1,31/07/2014,3,9,Lathrobium.fulvipenne,0
2014,WT4975,1,31/07/2014,3,9,Lathrobium.terminatum,0
2014,WT4975,1,31/07/2014,3,9,Leistus.ferrugineus,0
2014,WT4975,1,31/07/2014,3,9,Leistus.fulvibarbis,0
2014,WT4975,1,31/07/2014,3,9,Leistus.spinibarbis,0
2014,WT4975,1,31/07/2014,3,9,Lesteva.sicula.heeri,0
2014,WT4975,1,31/07/2014,3,9,Longitarsus.brunneus,0
2014,WT4975,1,31/07/2014,3,9,Notiophilus.substriatus,0
2014,WT4975,1,31/07/2014,3,9,Ocypus.aeneocephalus,0
2014,WT4975,1,31/07/2014,3,9,Ocypus.olens,0
2014,WT4975,1,31/07/2014,3,9,Othius.punctulatus,0
2014,WT4975,1,31/07/2014,3,9,Othius.subuliformis,0
2014,WT4975,1,31/07/2014,3,9,Otiorhynchus.rugosostriatus,0
2014,WT4975,1,31/07/2014,3,9,Oxytelus.laqueatus,0
2014,WT4975,1,31/07/2014,3,9,Philonthus.cognatus,0
2014,WT4975,1,31/07/2014,3,9,Philonthus.mannerheimi,0
2014,WT4975,1,31/07/2014,3,9,Platydracus.stercorarius,0
2014,WT4975,1,31/07/2014,3,9,Platynus.assimilis,0
2014,WT4975,1,31/07/2014,3,9,Poecilus.cupreus,0
2014,WT4975,1,31/07/2014,3,9,Pterostichus.diligens,0
2014,WT4975,1,31/07/2014,3,9,Pterostichus.minor,0
2014,WT4975,1,31/07/2014,3,9,Pterostichus.nigrata.rhaeticus,0
2014,WT4975,1,31/07/2014,3,9,Quedius.cruentus,0
2014,WT4975,1,31/07/2014,3,9,Quedius.fumatus,0
2014,WT4975,1,31/07/2014,3,9,Quedius.invreae,0
2014,WT4975,1,31/07/2014,3,9,Quedius.levicollis,0
2014,WT4975,1,31/07/2014,3,9,Quedius.maurorufus,0
2014,WT4975,1,31/07/2014,3,9,Quedius.nigrocaeruleus,0
2014,WT4975,1,31/07/2014,3,9,Staphylinus.erythropterus,0
2014,WT4975,1,31/07/2014,3,9,Stenichnus.collaris,0
2014,WT4975,1,31/07/2014,3,9,Stenus.brunnipes,0
2014,WT4975,1,31/07/2014,3,9,Stenus.nitidiusculus,0
2014,WT4975,1,31/07/2014,3,9,Stenus.picipennis,0
2014,WT4975,1,31/07/2014,3,9,Stenus.pubescens,0
2014,WT4975,1,31/07/2014,3,9,Synuchus.vivalis,0
2014,WT4975,1,31/07/2014,3,9,Tachyporus.chrysomelinus,0
2014,WT4975,1,31/07/2014,3,9,Tasgius.morsitans,0
2014,WT4975,1,31/07/2014,3,9,Trechus.quadristriatus,0
2014,WT4975,1,31/07/2014,3,9,Xantholinus.elegans,0
2014,WT4975,1,31/07/2014,3,9,Xantholinus.gallicus,0
2014,3408,2,11/08/2014,4,9,Abax.parallelepipedus,0
2014,3408,2,11/08/2014,4,9,Acidota.cruentata,NA
2014,3408,2,11/08/2014,4,9,Agabus.didymus,NA
2014,3408,2,11/08/2014,4,9,Agonum.fuliginosum,0
2014,3408,2,11/08/2014,4,9,Agonum.gracile,0
2014,3408,2,11/08/2014,4,9,Agonum.micans,0
2014,3408,2,11/08/2014,4,9,Agriotes.lineatus,NA
2014,3408,2,11/08/2014,4,9,Agriotes.obscurus,NA
2014,3408,2,11/08/2014,4,9,Agriotes.pallidulus,NA
2014,3408,2,11/08/2014,4,9,Agriotes.sputator,0
2014,3408,2,11/08/2014,4,9,Aleocharinae,13
2014,3408,2,11/08/2014,4,9,Anchomenus.dorsalis,0
2014,3408,2,11/08/2014,4,9,Anotylus.inustus,0
2014,3408,2,11/08/2014,4,9,Anotylus.rugosus,1
2014,3408,2,11/08/2014,4,9,Anotylus.sculpturatus,0
2014,3408,2,11/08/2014,4,9,Aphodius.depressus,NA
2014,3408,2,11/08/2014,4,9,Aphodius.fimetarius,NA
2014,3408,2,11/08/2014,4,9,Aphodius.rufipes,0
2014,3408,2,11/08/2014,4,9,Athous.haemorrhoidalis,0
2014,3408,2,11/08/2014,4,9,Bembidion.lampros,0
2014,3408,2,11/08/2014,4,9,Bembidion.mannerheimii,0
2014,3408,2,11/08/2014,4,9,Bembidion.saxatile,NA
2014,3408,2,11/08/2014,4,9,Bisnius.fimetarius,NA
2014,3408,2,11/08/2014,4,9,Calathus.rotundicollis,0
2014,3408,2,11/08/2014,4,9,Cantharis.rustica,NA
2014,3408,2,11/08/2014,4,9,Carabus.problematicus,2
2014,3408,2,11/08/2014,4,9,Carabus.violaceus,0
2014,3408,2,11/08/2014,4,9,Cartodere.nodifer,0
2014,3408,2,11/08/2014,4,9,Cassida.flaveola,NA
2014,3408,2,11/08/2014,4,9,Catops.morio,NA
2014,3408,2,11/08/2014,4,9,Choleva.jeanneli,NA
2014,3408,2,11/08/2014,4,9,Choleva.oblonga,NA
2014,3408,2,11/08/2014,4,9,Cholevinae..Genus.Catops,NA
2014,3408,2,11/08/2014,4,9,Clivina.fossor,0
2014,3408,2,11/08/2014,4,9,Cryptophagidae..Genus.Atomaria,NA
2014,3408,2,11/08/2014,4,9,Cychrus.caraboides,0
2014,3408,2,11/08/2014,4,9,Elaphrus.cupreus,NA
2014,3408,2,11/08/2014,4,9,Exomias.araneiformis,0
2014,3408,2,11/08/2014,4,9,Exomias.pellucidus,NA
2014,3408,2,11/08/2014,4,9,Geotrupes.stercorarius,NA
2014,3408,2,11/08/2014,4,9,Harpalus.latus,NA
2014,3408,2,11/08/2014,4,9,Helophorus.brevipalpis,NA
2014,3408,2,11/08/2014,4,9,Hypnoidus.riparius,0
2014,3408,2,11/08/2014,4,9,Leistus.rufomarginatus,0
2014,3408,2,11/08/2014,4,9,Leistus.terminatus,0
2014,3408,2,11/08/2014,4,9,Leodidae..Genus.Choleva,NA
2014,3408,2,11/08/2014,4,9,Lesteva.longoelytrata,NA
2014,3408,2,11/08/2014,4,9,Loricera.pilicornis,0
2014,3408,2,11/08/2014,4,9,Megasternum.concinnum,5
2014,3408,2,11/08/2014,4,9,Melanotus.villosus,NA
2014,3408,2,11/08/2014,4,9,Micrambe.ulicis,NA
2014,3408,2,11/08/2014,4,9,Micropeplinae,NA
2014,3408,2,11/08/2014,4,9,Nebria.brevicollis,0
2014,3408,2,11/08/2014,4,9,Neocrepidodera.ferruginea,NA
2014,3408,2,11/08/2014,4,9,Nicrophorus.humator,0
2014,3408,2,11/08/2014,4,9,Nicrophorus.interruptus,NA
2014,3408,2,11/08/2014,4,9,Nicrophorus.investigator,0
2014,3408,2,11/08/2014,4,9,Nicrophorus.vespilloides,0
2014,3408,2,11/08/2014,4,9,Notiophilus.biguttatus,0
2014,3408,2,11/08/2014,4,9,Ocypus.brunnipes,0
2014,3408,2,11/08/2014,4,9,Oiceoptoma.thoracicum,NA
2014,3408,2,11/08/2014,4,9,Omaliinae,NA
2014,3408,2,11/08/2014,4,9,Orchestes.fagi,NA
2014,3408,2,11/08/2014,4,9,Othius.angustus,0
2014,3408,2,11/08/2014,4,9,Othius.laeviusculus,0
2014,3408,2,11/08/2014,4,9,Otiorhynchus.nodosus,NA
2014,3408,2,11/08/2014,4,9,Otiorhynchus.singularis,0
2014,3408,2,11/08/2014,4,9,Paranchus.albipes,0
2014,3408,2,11/08/2014,4,9,Patrobus.atrorufus,1
2014,3408,2,11/08/2014,4,9,Phacophallus.parumpunctatus,NA
2014,3408,2,11/08/2014,4,9,Philonthus.decorus,4
2014,3408,2,11/08/2014,4,9,Philonthus.laminatus,NA
2014,3408,2,11/08/2014,4,9,Philonthus.marginatus,1
2014,3408,2,11/08/2014,4,9,Philonthus.splendens,NA
2014,3408,2,11/08/2014,4,9,Philonthus.tenuicornis,0
2014,3408,2,11/08/2014,4,9,Phyllobius.argentatus,NA
2014,3408,2,11/08/2014,4,9,platynus.assimilis,NA
2014,3408,2,11/08/2014,4,9,Pterostichus.madidus,1
2014,3408,2,11/08/2014,4,9,Pterostichus.melanarius,0
2014,3408,2,11/08/2014,4,9,Pterostichus.niger,18
2014,3408,2,11/08/2014,4,9,Pterostichus.nigrata,1
2014,3408,2,11/08/2014,4,9,Pterostichus.strenuus,0
2014,3408,2,11/08/2014,4,9,Quedius.curtipennis,0
2014,3408,2,11/08/2014,4,9,Quedius.fuliginosus,0
2014,3408,2,11/08/2014,4,9,Quedius.lateralis,0
2014,3408,2,11/08/2014,4,9,Quedius.longicornis,NA
2014,3408,2,11/08/2014,4,9,Quedius.mesomelinus,0
2014,3408,2,11/08/2014,4,9,Quedius.molochinus,0
2014,3408,2,11/08/2014,4,9,Quedius.nitipennis,NA
2014,3408,2,11/08/2014,4,9,Quedius.puncticollis,0
2014,3408,2,11/08/2014,4,9,Quedius.scintillans,NA
2014,3408,2,11/08/2014,4,9,Quedius.umbrinus,NA
2014,3408,2,11/08/2014,4,9,Rhagonycha.nigriventris,0
2014,3408,2,11/08/2014,4,9,Rhizophagus.dispar,NA
2014,3408,2,11/08/2014,4,9,Rugilus.rufipes,0
2014,3408,2,11/08/2014,4,9,Serica.brunnea,0
2014,3408,2,11/08/2014,4,9,Silpha.atrata,0
2014,3408,2,11/08/2014,4,9,Stenus.bimaculatus,0
2014,3408,2,11/08/2014,4,9,Stenus.boops,NA
2014,3408,2,11/08/2014,4,9,Stenus.clavicornis,NA
2014,3408,2,11/08/2014,4,9,Stenus.juno,0
2014,3408,2,11/08/2014,4,9,Stenus.lustrator,0
2014,3408,2,11/08/2014,4,9,Tachinus.humeralis,NA
2014,3408,2,11/08/2014,4,9,Tachinus.marginellus,0
2014,3408,2,11/08/2014,4,9,Tachinus.rufipes,15
2014,3408,2,11/08/2014,4,9,Tachyporinae,NA
2014,3408,2,11/08/2014,4,9,Timarcha.tenebricosa,NA
2014,3408,2,11/08/2014,4,9,Trechus.obtusus,0
2014,3408,2,11/08/2014,4,9,Trechus.rubens,NA
2014,3408,2,11/08/2014,4,9,Trechus.secalis,0
2014,3408,2,11/08/2014,4,9,Typhaeus.typhoeus,NA
2014,3408,2,11/08/2014,4,9,Xantholinus.linearis,1
2014,3408,2,11/08/2014,4,9,Xantholinus.longiventris,0
2014,3408,2,11/08/2014,4,9,Agonum.emarginatum,0
2014,3408,2,11/08/2014,4,9,Amara.communis,0
2014,3408,2,11/08/2014,4,9,Amara.eurynota,0
2014,3408,2,11/08/2014,4,9,Amara.familiaris,0
2014,3408,2,11/08/2014,4,9,Amara.similata,0
2014,3408,2,11/08/2014,4,9,Badister.bullatus,0
2014,3408,2,11/08/2014,4,9,Bembidion.aeneum,0
2014,3408,2,11/08/2014,4,9,Brachinus.crepitans,0
2014,3408,2,11/08/2014,4,9,Calathus.fuscipes,0
2014,3408,2,11/08/2014,4,9,Calathus.melanocephalus,0
2014,3408,2,11/08/2014,4,9,Carabus.nemoralis,0
2014,3408,2,11/08/2014,4,9,Euophryum.confine,0
2014,3408,2,11/08/2014,4,9,Gastrophysa.polygoni,0
2014,3408,2,11/08/2014,4,9,Harpalus.affinis,0
2014,3408,2,11/08/2014,4,9,Harpalus.rufipes,0
2014,3408,2,11/08/2014,4,9,Hemicrepidius.hirtus,0
2014,3408,2,11/08/2014,4,9,Lathrobium.brunnipes,0
2014,3408,2,11/08/2014,4,9,Lathrobium.elongatum,0
2014,3408,2,11/08/2014,4,9,Lathrobium.fulvipenne,0
2014,3408,2,11/08/2014,4,9,Lathrobium.terminatum,0
2014,3408,2,11/08/2014,4,9,Leistus.ferrugineus,0
2014,3408,2,11/08/2014,4,9,Leistus.fulvibarbis,0
2014,3408,2,11/08/2014,4,9,Leistus.spinibarbis,0
2014,3408,2,11/08/2014,4,9,Lesteva.sicula.heeri,0
2014,3408,2,11/08/2014,4,9,Longitarsus.brunneus,0
2014,3408,2,11/08/2014,4,9,Notiophilus.substriatus,0
2014,3408,2,11/08/2014,4,9,Ocypus.aeneocephalus,0
2014,3408,2,11/08/2014,4,9,Ocypus.olens,0
2014,3408,2,11/08/2014,4,9,Othius.punctulatus,0
2014,3408,2,11/08/2014,4,9,Othius.subuliformis,0
2014,3408,2,11/08/2014,4,9,Otiorhynchus.rugosostriatus,0
2014,3408,2,11/08/2014,4,9,Oxytelus.laqueatus,0
2014,3408,2,11/08/2014,4,9,Philonthus.cognatus,0
2014,3408,2,11/08/2014,4,9,Philonthus.mannerheimi,0
2014,3408,2,11/08/2014,4,9,Platydracus.stercorarius,0
2014,3408,2,11/08/2014,4,9,Platynus.assimilis,0
2014,3408,2,11/08/2014,4,9,Poecilus.cupreus,0
2014,3408,2,11/08/2014,4,9,Pterostichus.diligens,0
2014,3408,2,11/08/2014,4,9,Pterostichus.minor,0
2014,3408,2,11/08/2014,4,9,Pterostichus.nigrata.rhaeticus,0
2014,3408,2,11/08/2014,4,9,Quedius.cruentus,0
2014,3408,2,11/08/2014,4,9,Quedius.fumatus,0
2014,3408,2,11/08/2014,4,9,Quedius.invreae,0
2014,3408,2,11/08/2014,4,9,Quedius.levicollis,0
2014,3408,2,11/08/2014,4,9,Quedius.maurorufus,0
2014,3408,2,11/08/2014,4,9,Quedius.nigrocaeruleus,0
2014,3408,2,11/08/2014,4,9,Staphylinus.erythropterus,1
2014,3408,2,11/08/2014,4,9,Stenichnus.collaris,0
2014,3408,2,11/08/2014,4,9,Stenus.brunnipes,0
2014,3408,2,11/08/2014,4,9,Stenus.nitidiusculus,0
2014,3408,2,11/08/2014,4,9,Stenus.picipennis,0
2014,3408,2,11/08/2014,4,9,Stenus.pubescens,0
2014,3408,2,11/08/2014,4,9,Synuchus.vivalis,0
2014,3408,2,11/08/2014,4,9,Tachyporus.chrysomelinus,0
2014,3408,2,11/08/2014,4,9,Tasgius.morsitans,0
2014,3408,2,11/08/2014,4,9,Trechus.quadristriatus,0
2014,3408,2,11/08/2014,4,9,Xantholinus.elegans,0
2014,3408,2,11/08/2014,4,9,Xantholinus.gallicus,0
2014,WT4691,1,11/08/2014,4,9,Abax.parallelepipedus,0
2014,WT4691,1,11/08/2014,4,9,Acidota.cruentata,NA
2014,WT4691,1,11/08/2014,4,9,Agabus.didymus,NA
2014,WT4691,1,11/08/2014,4,9,Agonum.fuliginosum,0
2014,WT4691,1,11/08/2014,4,9,Agonum.gracile,0
2014,WT4691,1,11/08/2014,4,9,Agonum.micans,0
2014,WT4691,1,11/08/2014,4,9,Agriotes.lineatus,NA
2014,WT4691,1,11/08/2014,4,9,Agriotes.obscurus,NA
2014,WT4691,1,11/08/2014,4,9,Agriotes.pallidulus,NA
2014,WT4691,1,11/08/2014,4,9,Agriotes.sputator,0
2014,WT4691,1,11/08/2014,4,9,Aleocharinae,4
2014,WT4691,1,11/08/2014,4,9,Anchomenus.dorsalis,0
2014,WT4691,1,11/08/2014,4,9,Anotylus.inustus,0
2014,WT4691,1,11/08/2014,4,9,Anotylus.rugosus,0
2014,WT4691,1,11/08/2014,4,9,Anotylus.sculpturatus,0
2014,WT4691,1,11/08/2014,4,9,Aphodius.depressus,NA
2014,WT4691,1,11/08/2014,4,9,Aphodius.fimetarius,NA
2014,WT4691,1,11/08/2014,4,9,Aphodius.rufipes,0
2014,WT4691,1,11/08/2014,4,9,Athous.haemorrhoidalis,0
2014,WT4691,1,11/08/2014,4,9,Bembidion.lampros,0
2014,WT4691,1,11/08/2014,4,9,Bembidion.mannerheimii,0
2014,WT4691,1,11/08/2014,4,9,Bembidion.saxatile,NA
